intent,pattern,response_type,response
intent,pattern,response_type,response
bappenda_info,kapan bappenda Tegal buka,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,bappenda tegal buka jam berapa,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,bappenda tegal buka jam?,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,jam berapa sih bappenda buka,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,bappenda tegal buka jam berapa,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,jadwal operasional bappenda tegal,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,kapan bappenda tegal buka,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,jam kerja bappenda tegal,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,layanan bappenda tegal sampai jam berapa,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,pukul berapa bappenda tegal beroperasi,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,info jam buka bappenda tegal,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,jam buka bappenda tegal,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,bappenda tegal tutup jam berapa,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,bappenda tegal melayani sampai pukul berapa,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,Kapan Kantor Pelayanan bappenda Tegal membuka layanannya?,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,KPP Tegal buka jam brp?,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
bappenda_info,kntor pjak tegal buka jm brp?,static,jam layanan Bappenda setiap hari senin-jumat pukul 08.00 - 14.00 WIB
